id	cui	judgment	target	weight	source	label	query	why
paragraph_144	C0206488	disallowed	-2	3	paragraph_expected		Anticoagulation clinic reviewed supratherapeutic INR with epistaxis after warfarin dose changes, administered vitamin K, and scheduled repeat INR testing.	Anticoagulation review wording should retrieve INR, warfarin, vitamin K, and epistaxis without administrative review concepts.
paragraph_144	C0525032	expected	3	3	paragraph_expected		Anticoagulation clinic reviewed supratherapeutic INR with epistaxis after warfarin dose changes, administered vitamin K, and scheduled repeat INR testing.	Anticoagulation review wording should retrieve INR, warfarin, vitamin K, and epistaxis without administrative review concepts.
paragraph_144	C0541653	disallowed	-2	3	paragraph_expected		Anticoagulation clinic reviewed supratherapeutic INR with epistaxis after warfarin dose changes, administered vitamin K, and scheduled repeat INR testing.	Anticoagulation review wording should retrieve INR, warfarin, vitamin K, and epistaxis without administrative review concepts.
paragraph_144	C0730229	disallowed	-2	3	paragraph_expected		Anticoagulation clinic reviewed supratherapeutic INR with epistaxis after warfarin dose changes, administered vitamin K, and scheduled repeat INR testing.	Anticoagulation review wording should retrieve INR, warfarin, vitamin K, and epistaxis without administrative review concepts.
paragraph_144	C1709941	disallowed	-2	3	paragraph_expected		Anticoagulation clinic reviewed supratherapeutic INR with epistaxis after warfarin dose changes, administered vitamin K, and scheduled repeat INR testing.	Anticoagulation review wording should retrieve INR, warfarin, vitamin K, and epistaxis without administrative review concepts.
paragraph_144	C3846076	disallowed	-2	3	paragraph_expected		Anticoagulation clinic reviewed supratherapeutic INR with epistaxis after warfarin dose changes, administered vitamin K, and scheduled repeat INR testing.	Anticoagulation review wording should retrieve INR, warfarin, vitamin K, and epistaxis without administrative review concepts.
paragraph_144	C4049341	expected	3	3	paragraph_expected		Anticoagulation clinic reviewed supratherapeutic INR with epistaxis after warfarin dose changes, administered vitamin K, and scheduled repeat INR testing.	Anticoagulation review wording should retrieve INR, warfarin, vitamin K, and epistaxis without administrative review concepts.
paragraph_144	C5418818	disallowed	-2	3	paragraph_expected		Anticoagulation clinic reviewed supratherapeutic INR with epistaxis after warfarin dose changes, administered vitamin K, and scheduled repeat INR testing.	Anticoagulation review wording should retrieve INR, warfarin, vitamin K, and epistaxis without administrative review concepts.
paragraph_145	C0003232	expected	3	3	paragraph_expected		After recent antibiotic use, stool testing was ordered for watery diarrhea and antibiotic-associated diarrhea; oral vancomycin was considered if Clostridioides difficile was confirmed.	Antibiotic-associated diarrhea wording should retrieve C. difficile infection when explicitly named and avoid broad oncology drug classes, broad bacteria, and confirmation-status findings.
paragraph_145	C0003392	disallowed	-2	3	paragraph_expected		After recent antibiotic use, stool testing was ordered for watery diarrhea and antibiotic-associated diarrhea; oral vancomycin was considered if Clostridioides difficile was confirmed.	Antibiotic-associated diarrhea wording should retrieve C. difficile infection when explicitly named and avoid broad oncology drug classes, broad bacteria, and confirmation-status findings.
paragraph_145	C0004611	disallowed	-2	3	paragraph_expected		After recent antibiotic use, stool testing was ordered for watery diarrhea and antibiotic-associated diarrhea; oral vancomycin was considered if Clostridioides difficile was confirmed.	Antibiotic-associated diarrhea wording should retrieve C. difficile infection when explicitly named and avoid broad oncology drug classes, broad bacteria, and confirmation-status findings.
paragraph_145	C0011991	expected	3	3	paragraph_expected		After recent antibiotic use, stool testing was ordered for watery diarrhea and antibiotic-associated diarrhea; oral vancomycin was considered if Clostridioides difficile was confirmed.	Antibiotic-associated diarrhea wording should retrieve C. difficile infection when explicitly named and avoid broad oncology drug classes, broad bacteria, and confirmation-status findings.
paragraph_145	C0042313	expected	3	3	paragraph_expected		After recent antibiotic use, stool testing was ordered for watery diarrhea and antibiotic-associated diarrhea; oral vancomycin was considered if Clostridioides difficile was confirmed.	Antibiotic-associated diarrhea wording should retrieve C. difficile infection when explicitly named and avoid broad oncology drug classes, broad bacteria, and confirmation-status findings.
paragraph_145	C0205420	disallowed	-2	3	paragraph_expected		After recent antibiotic use, stool testing was ordered for watery diarrhea and antibiotic-associated diarrhea; oral vancomycin was considered if Clostridioides difficile was confirmed.	Antibiotic-associated diarrhea wording should retrieve C. difficile infection when explicitly named and avoid broad oncology drug classes, broad bacteria, and confirmation-status findings.
paragraph_145	C0343386	expected	3	3	paragraph_expected		After recent antibiotic use, stool testing was ordered for watery diarrhea and antibiotic-associated diarrhea; oral vancomycin was considered if Clostridioides difficile was confirmed.	Antibiotic-associated diarrhea wording should retrieve C. difficile infection when explicitly named and avoid broad oncology drug classes, broad bacteria, and confirmation-status findings.
paragraph_145	C0439093	disallowed	-2	3	paragraph_expected		After recent antibiotic use, stool testing was ordered for watery diarrhea and antibiotic-associated diarrhea; oral vancomycin was considered if Clostridioides difficile was confirmed.	Antibiotic-associated diarrhea wording should retrieve C. difficile infection when explicitly named and avoid broad oncology drug classes, broad bacteria, and confirmation-status findings.
paragraph_145	C0578159	expected	3	3	paragraph_expected		After recent antibiotic use, stool testing was ordered for watery diarrhea and antibiotic-associated diarrhea; oral vancomycin was considered if Clostridioides difficile was confirmed.	Antibiotic-associated diarrhea wording should retrieve C. difficile infection when explicitly named and avoid broad oncology drug classes, broad bacteria, and confirmation-status findings.
paragraph_145	C0750484	disallowed	-2	3	paragraph_expected		After recent antibiotic use, stool testing was ordered for watery diarrhea and antibiotic-associated diarrhea; oral vancomycin was considered if Clostridioides difficile was confirmed.	Antibiotic-associated diarrhea wording should retrieve C. difficile infection when explicitly named and avoid broad oncology drug classes, broad bacteria, and confirmation-status findings.
paragraph_146	C0004611	disallowed	-2	3	paragraph_expected		Blood culture grew methicillin resistant Staphylococcus aureus in a patient with sepsis and hypotension, so vancomycin was started while source control was planned.	MRSA sepsis wording should retrieve MRSA/MRSA infection, blood culture, sepsis, hypotension, and vancomycin without returning broad bacteria or ordinary source/control fragments.
paragraph_146	C0020649	expected	3	3	paragraph_expected		Blood culture grew methicillin resistant Staphylococcus aureus in a patient with sepsis and hypotension, so vancomycin was started while source control was planned.	MRSA sepsis wording should retrieve MRSA/MRSA infection, blood culture, sepsis, hypotension, and vancomycin without returning broad bacteria or ordinary source/control fragments.
paragraph_146	C0042313	expected	3	3	paragraph_expected		Blood culture grew methicillin resistant Staphylococcus aureus in a patient with sepsis and hypotension, so vancomycin was started while source control was planned.	MRSA sepsis wording should retrieve MRSA/MRSA infection, blood culture, sepsis, hypotension, and vancomycin without returning broad bacteria or ordinary source/control fragments.
paragraph_146	C0200949	expected	3	3	paragraph_expected		Blood culture grew methicillin resistant Staphylococcus aureus in a patient with sepsis and hypotension, so vancomycin was started while source control was planned.	MRSA sepsis wording should retrieve MRSA/MRSA infection, blood culture, sepsis, hypotension, and vancomycin without returning broad bacteria or ordinary source/control fragments.
paragraph_146	C0243026	expected	3	3	paragraph_expected		Blood culture grew methicillin resistant Staphylococcus aureus in a patient with sepsis and hypotension, so vancomycin was started while source control was planned.	MRSA sepsis wording should retrieve MRSA/MRSA infection, blood culture, sepsis, hypotension, and vancomycin without returning broad bacteria or ordinary source/control fragments.
paragraph_146	C0243148	disallowed	-2	3	paragraph_expected		Blood culture grew methicillin resistant Staphylococcus aureus in a patient with sepsis and hypotension, so vancomycin was started while source control was planned.	MRSA sepsis wording should retrieve MRSA/MRSA infection, blood culture, sepsis, hypotension, and vancomycin without returning broad bacteria or ordinary source/control fragments.
paragraph_146	C0308718	disallowed	-2	3	paragraph_expected		Blood culture grew methicillin resistant Staphylococcus aureus in a patient with sepsis and hypotension, so vancomycin was started while source control was planned.	MRSA sepsis wording should retrieve MRSA/MRSA infection, blood culture, sepsis, hypotension, and vancomycin without returning broad bacteria or ordinary source/control fragments.
